Provider ID,Agency Name,Street Address,City,State,Zip Code,Total Episodes (non-LUPA),Distinct Beneficiaries (non-LUPA),Average Number of Total Visits Per Episode (non-LUPA),Average Number of Skilled Nursing Visits Per Episode (non-LUPA),Average Number of PT Visits Per Episode (non-LUPA),Average Number of OT Visits Per Episode (non-LUPA),Average Number of ST Visits Per Episode (non-LUPA),Average Number of Home Health Aide Visits Per Episode (non-LUPA),Average Number of Medical-Social Visits Per Episode (non-LUPA),Total HHA Charge Amount (non-LUPA),Total HHA Medicare Payment Amount (non-LUPA),Total HHA Medicare Standard Payment Amount (non-LUPA),Outlier Payments as a Percent of Medicare Payment Amount (non-LUPA),Total LUPA Episodes,Total HHA Medicare Payment Amount for LUPAs,Average Age,Male Beneficiaries,Female Beneficiaries,Nondual Beneficiaries,Dual Beneficiaries,White Beneficiaries,Black Beneficiaries,Asian Pacific Islander Beneficiaries,Hispanic Beneficiaries,American Indian or Alaska Native Beneficiaries,Other/ Unknown Beneficiaries,Average HCC Score,Percent of Beneficiaries with Atrial Fibrillation,Percent of Beneficiaries with Alzheimer's,Percent of Beneficiaries with Asthma,Percent of Beneficiaries with Cancer,Percent of Beneficiaries with CHF,Percent of Beneficiaries with Chronic Kidney Disease,Percent of Beneficiaries with COPD,Percent of Beneficiaries with Depression,Percent of Beneficiaries with Diabetes,Percent of Beneficiaries with Hyperlipidemia,Percent of Beneficiaries with Hypertension,Percent of Beneficiaries with IHD,Percent of Beneficiaries with Osteoporosis,Percent of Beneficiaries with RA/OA,Percent of Beneficiaries with Schizophrenia,Percent of Beneficiaries with Stroke
347222,MARIA PARHAM REGIONAL HOME HEALTH,566 RUIN CREEK RD,HENDERSON,NC,27536,329,232,16.0,8.7,4.8,0.9,0.0,1.5,0.1,1186284,868648,984817,0.0,55,17463,77,79,153,133,99,129,100,0,,0,,2.60,21,28,17,16,48,51,37,23,55,61,,48,11,45,6,14
347223,UNC HOME HEALTH,1101 WEAVER DAIRY ROAD SUITE 100,CHAPEL HILL,NC,27514,787,608,13.5,5.1,5.4,1.4,0.3,1.1,0.2,1815939,2214289,2358999,0.0,143,51124,75,232,376,470,138,441,147,,,0,,2.17,21,24,12,14,38,42,23,44,37,51,,47,13,56,4,11
347224,ASSISTED CARE HOME HEALTH INC,"1003 OLD WATERFORD WAY, STE 1-B",LELAND,NC,28451,1576,1194,14.5,7.8,4.0,1.1,0.3,0.9,0.2,3604257,3900561,4289693,0.2,183,50689,75,488,706,795,399,904,263,,16,,,1.94,18,27,11,12,37,41,32,34,43,69,,50,11,55,10,10
347225,GENTIVA HEALTH SERVICES,155 FURMAN ROAD SUITE 201,BOONE,NC,28607,341,266,13.5,5.2,5.3,1.4,0.1,1.5,0.0,703482,875923,992276,0.3,61,19810,79,85,181,209,57,263,,0,,0,0,1.85,19,28,14,18,35,32,29,35,37,58,,47,13,58,9,8
347226,GENTIVA HEALTH SERVICES,206 S TURNER STREET,PINK HILL,NC,28572,396,257,18.5,8.7,6.7,1.3,0.1,1.7,0.1,1252719,1139293,1288595,0.5,68,18127,76,84,173,125,132,179,71,0,,0,,2.07,17,34,10,13,50,51,33,34,53,64,,58,11,50,12,15
347227,GENTIVA HEALTH SERVICES,720 PARKE CENTRE  SUITE A,KERNERSVILLE,NC,27284,373,314,13.5,4.1,7.8,1.1,0.3,0.2,0.0,880298,1058993,1201590,0.0,59,18603,75,108,206,247,67,265,42,,,0,0,1.60,17,23,11,10,26,38,25,35,38,63,,33,12,65,8,11
347228,CONTINUUM HOME CARE AND HOSPIC,3391 HENDERSON DRIVE EXTENSION,JACKSONVILLE,NC,28546,436,303,18.0,6.7,6.0,2.3,1.2,1.8,0.1,1072183,1223550,1454623,0.1,44,13413,74,127,176,219,84,234,61,,,0,,2.06,16,25,14,15,40,43,36,33,53,69,,50,12,62,6,13
347230,FIRSTHEALTH HOME CARE,181 WESTGATE DRIVE SUITE A,WEST END,NC,27376,1062,902,13.4,4.9,6.1,1.0,0.0,1.4,0.1,1965336,2760826,3129602,0.0,102,35511,77,390,512,749,153,767,107,,,,11,1.83,26,20,14,17,37,36,28,31,37,,,57,15,60,3,11
347231,HEALTHKEEPERZ,"2601 NORTH ELM STREET, SUITE B",LUMBERTON,NC,28358,561,381,14.4,5.7,6.0,0.5,0.1,2.0,0.1,1017058,1504981,1707785,0.0,102,29923,72,134,247,160,221,139,78,,,111,51,2.69,12,37,21,14,48,57,40,36,59,72,,64,10,61,6,16
347232,INTERIM HEALTHCARE OF THE TRIA,2100-T WEST CORNWALLIS DRIVE,GREENSBORO,NC,27408,105,83,15.1,5.9,6.3,0.8,0.9,1.3,0.0,219020,281198,318298,0.1,29,9691,74,26,57,62,21,64,17,0,0,,,1.48,13,13,10,8,23,31,23,31,28,69,,27,13,,2,6
347233,INTERIM HEALTHCARE OF THE TRIA,785 HWY 70 SW,HICKORY,NC,28602,38,24,14.6,8.7,5.2,0.0,0.0,0.7,0.0,94142,91833,103718,0.0,,,73,11,13,,,24,0,0,0,0,0,1.70,8,29,4,4,33,29,38,21,46,67,75,38,13,58,8,13
347234,INTERIM HEALTHCARE OF THE TRIA,441 WENDOVER ROAD,CHARLOTTE,NC,28211,1549,1112,16.6,8.3,5.7,0.4,0.3,1.9,0.0,4029948,4080692,4426483,0.7,281,90231,74,438,674,839,273,873,216,,,,,1.97,19,23,12,15,33,42,29,30,44,66,,45,10,56,8,9
347235,GENTIVA HEALTH SERVICES,9 OLDE EASTWOOD VILLAGE BLVD,ASHEVILLE,NC,28803,2019,1214,17.9,6.6,8.1,2.0,0.4,0.6,0.2,6106408,6090724,6965370,0.1,233,71120,77,416,798,837,377,1143,56,,,0,,1.90,19,40,11,13,36,39,29,43,38,54,,39,18,55,15,10
347236,GENTIVA HEALTH SERVICES,"2505 MERIDIAN PKWY, SUITE 225",DURHAM,NC,27713,417,341,16.2,4.9,7.8,2.5,0.4,0.4,0.2,1173254,1479710,1566637,0.0,32,11383,76,113,228,281,60,233,102,,,0,0,1.81,17,28,14,16,33,43,20,36,38,56,,44,16,68,5,12
347237,MEDI HOME HEALTH AGENCY,119 WIND CHIME COURT,RALEIGH,NC,27615,1069,772,14.6,4.8,5.3,2.4,1.7,0.1,0.3,2370617,3420145,3646953,0.0,110,37025,77,279,493,526,246,494,264,,,,,2.21,19,42,13,12,37,48,26,43,45,58,,45,15,58,14,13
347238,HOME CARE OF THE CAROLINAS,1061 ALBEMARLE ROAD,TROY,NC,27371,314,201,17.6,9.2,4.9,1.6,0.4,1.6,0.0,716237,854769,964299,0.3,53,14772,76,74,127,114,87,149,49,0,0,,,2.35,21,43,14,14,50,54,33,43,48,60,,50,15,47,11,13
347239,"LIBERTY HOME CARE, LLC",3200 SPRING FOREST ROAD SUITE 201,RALEIGH,NC,27616,678,582,14.2,4.3,7.3,1.2,0.2,1.0,0.2,1526925,1891818,2000885,0.1,79,28112,76,189,393,492,90,429,131,,,0,,1.69,17,25,11,15,30,33,21,31,37,63,,42,16,66,7,10
347241,"NATIVE ANGELS HOME HEALTH, INC",2008 LITHO PLACE,FAYETTEVILLE,NC,28304,889,522,16.4,7.9,5.2,0.5,0.3,2.6,0.0,2329595,2308769,2576294,0.2,140,43783,72,194,328,261,261,248,190,,,47,25,2.63,19,38,18,14,47,58,34,31,58,68,,60,9,58,10,14
347242,"LIBERTY HOME CARE II, LLC",601 SOUTH KINGS DRIVE SUITE JJ,CHARLOTTE,NC,28204,222,180,16.9,6.8,5.2,2.6,0.6,1.5,0.2,585503,629046,679208,0.0,48,16544,74,60,120,101,79,91,80,,,0,,2.71,17,39,15,10,42,53,32,34,56,69,,40,14,54,18,20
347243,"BAYADA NURSES, INC",5505 CREEDMOOR ROAD,RALEIGH,NC,27612,407,289,16.9,5.9,6.3,2.5,0.5,1.5,0.1,1190107,1290056,1363185,0.0,39,13005,80,93,196,211,78,231,49,,,0,,2.06,20,50,9,13,36,43,23,48,41,56,,39,12,50,17,15
347244,"PERSONAL HOME CARE OF NORTH CAROLINA, LLC",1515 MOCKINGBIRD LANE STE 415A,CHARLOTTE,NC,28209,565,405,14.2,6.6,4.7,1.3,0.2,1.3,0.1,1016036,1502788,1635115,0.1,153,47686,72,159,246,181,224,248,139,,,0,,2.19,16,36,14,11,37,40,32,40,48,58,,44,10,56,20,9
347245,LIBERTY HOME CARE,705 A WESLEY PINE ROAD,LUMBERTON,NC,28358,294,216,15.8,7.9,5.1,1.0,0.0,1.7,0.1,748237,750297,848551,0.2,89,24655,71,91,125,107,109,92,77,0,0,24,23,2.53,12,34,23,14,43,52,37,29,60,71,,57,8,56,7,16
347246,LIBERTY HOME CARE,1700 COUNTRY CLUB ROAD,JACKSONVILLE,NC,28546,924,689,14.5,5.1,6.8,0.9,0.4,1.3,0.0,2114890,2383057,2789792,0.0,153,47792,76,253,436,512,177,559,117,,,,,2.05,19,30,10,15,42,46,37,39,46,66,,53,14,63,9,10
347247,LIBERTY HOME CARE,1120 OCEAN HWY  W,SUPPLY,NC,28462,863,643,14.4,7.1,4.4,1.2,0.1,1.6,0.1,1932472,2128970,2298620,0.5,131,44275,76,277,366,555,88,590,44,,,0,,1.84,24,22,9,16,39,41,33,31,44,,,55,13,64,6,12
347248,LIBERTY HOME CARE,46 MCNEILL PLAZA,WHITEVILLE,NC,28472,891,621,13.2,7.8,3.6,0.3,0.1,1.2,0.1,1832059,1965073,2218332,0.5,193,54979,75,201,420,334,287,424,180,,,,,2.15,19,34,13,12,52,50,36,30,58,,,58,14,59,8,13
347249,LIBERTY HOME CARE,1830 OWEN DRIVE SUITE 103,FAYETTEVILLE,NC,28304,533,455,13.9,3.9,8.1,0.1,0.3,1.3,0.2,1176298,1463917,1616621,0.0,119,37518,76,196,259,356,99,278,151,,14,,,2.41,19,33,7,12,48,51,33,32,50,69,,57,13,60,7,16
347250,VIDANT HOME HEALTH AND HOSPICE,1211 HIGHLAND DRIVE,WASHINGTON,NC,27889,397,339,14.2,6.7,4.6,1.6,0.2,0.9,0.3,730820,974620,1094788,0.2,50,16509,73,135,204,241,98,230,105,0,,0,,1.92,23,19,14,18,36,48,26,29,46,63,,51,12,57,8,13
347251,UNIHEALTH HOME HEALTH,513 EAST WHITAKER MILL ROAD,RALEIGH,NC,27608,420,369,19.0,6.7,6.9,3.5,1.5,0.8,0.2,1379214,1453108,1535559,0.0,27,10293,78,117,252,284,85,281,81,,,0,,2.10,27,36,10,18,44,52,26,42,40,64,,50,18,58,14,21
347300,GENTIVA HEALTH SERVICES,915 TATE BLVD SE,HICKORY,NC,28602,2022,1472,18.0,7.4,8.2,1.5,0.4,0.3,0.1,6291207,6054337,6871128,0.4,256,74898,76,542,930,1172,300,1353,93,,,,,1.78,20,29,9,13,30,36,27,36,42,64,,40,16,62,8,12
347306,LIBERTY HOME CARE,105 HUNT VALLEY DRIVE,DUNN,NC,28334,1246,804,16.0,7.6,5.1,1.2,0.2,1.9,0.1,3094419,3213187,3472269,0.1,184,59323,76,266,538,517,287,625,158,0,12,,,2.33,23,32,12,14,50,50,38,33,50,67,,63,14,64,9,15
347307,"LIBERTY HOME CARE II, LLC",119 W WADE STREET,WADESBORO,NC,28170,412,283,15.9,6.2,5.0,2.2,0.2,2.3,0.0,1029099,1120116,1258192,0.0,93,24545,75,104,179,171,112,181,99,0,,0,,2.49,21,36,13,10,53,57,42,33,53,62,,57,9,53,6,21
347308,LIBERTY HOME CARE,103 S FLORENCE STREET,MAXTON,NC,28364,191,147,14.3,6.8,5.2,0.9,0.2,1.2,0.1,433760,458851,520929,0.0,42,10990,73,55,92,84,63,78,53,0,0,,,2.52,14,27,16,18,48,50,31,39,59,66,,64,10,56,6,11
347309,LIBERTY HOME CARE,401 E THIRD STREET,SILER CITY,NC,27344,875,675,14.0,5.9,6.1,0.6,0.1,1.2,0.1,1967895,2255092,2513082,0.0,119,37393,76,239,436,480,195,523,134,,11,0,,2.09,21,27,11,13,44,42,31,34,45,66,,51,13,51,8,12
347310,LIBERTY HOME CARE,1007 LEXINGTON AVENUE,THOMASVILLE,NC,27360,241,190,14.0,5.6,6.0,1.3,0.2,0.8,0.1,534780,610736,687922,0.0,40,13117,76,68,122,149,41,161,23,,,0,,2.02,25,28,9,14,43,45,28,37,48,64,,48,19,52,9,15
347317,GENTIVA HEALTH SERVICES,425 CHERRYVILLE ROAD  SUITE A,SHELBY,NC,28150,6402,3641,18.9,8.7,7.1,1.7,0.2,0.9,0.2,20203566,19060649,21358492,0.3,677,193809,76,1180,2461,2233,1408,3219,373,16,17,,,1.93,18,39,12,11,35,39,32,42,44,64,,44,15,53,13,11
347318,GENTIVA HEALTH SERVICES,145 KIMEL PARK DRIVE STE 200,WINSTON SALEM,NC,27103,3139,2155,17.4,7.8,7.5,1.3,0.3,0.5,0.0,9350563,9324246,10565800,0.5,601,173503,76,751,1404,1369,786,1851,268,,18,,12,2.13,18,39,11,12,38,41,33,39,47,61,,46,13,55,13,15
347319,ALBEMARLE HOME CARE,103 ARPDC STREET,HERTFORD,NC,27944,215,166,12.4,8.0,2.7,1.4,0.0,0.2,0.0,547343,553240,627570,0.0,41,13545,75,69,97,131,35,121,44,0,0,,,2.35,20,23,11,14,42,45,28,28,55,52,,51,7,46,6,10
347320,ALBEMARLE HOME HEALTH,"2793 CARATOKE HWY, CURRITUCK GOV COMPLEX",CURRITUCK,NC,27929,230,158,12.4,7.9,2.8,1.4,0.1,0.3,0.0,598956,596946,649229,0.0,49,16678,76,66,92,123,35,146,11,0,0,,,2.03,22,26,13,18,36,44,38,39,51,57,,47,8,51,6,6
347321,ALBEMARLE HOME CARE,I60 US 158 E BUILDING B,CAMDEN,NC,27921,74,54,12.6,6.6,3.3,1.8,0.1,0.8,0.0,188629,187239,214499,0.0,13,4330,76,22,32,,,45,,0,0,0,,1.75,17,17,11,20,31,43,41,31,48,67,,50,9,46,0,11
347322,ALBEMARLE HOME CARE EDENTON,100 W FREEMASON CIRCLE,EDENTON,NC,27932,244,147,13.8,9.4,2.2,1.5,0.0,0.8,0.0,717689,615710,696943,0.1,56,18932,77,59,88,96,51,96,49,0,,0,,2.12,25,35,16,17,44,48,26,27,50,46,,47,10,46,9,10
347325,"BAYADA HOME HEALTH CARE, INC",1910 JAKE ALEXANDER  BLVD WEST SUITE 102,SALISBURY,NC,28147,383,275,17.4,7.5,5.5,2.6,0.7,1.0,0.2,1186763,1089860,1241310,0.1,49,14044,75,96,179,200,75,235,39,0,0,,,2.21,20,28,10,11,39,42,32,40,47,58,,39,11,53,9,21
347326,BAYADA HOME HEALTH CARE INC,"1760 COUNTRY CLUB  ROAD, SUITE 101",GASTONIA,NC,28054,427,284,17.2,7.2,5.7,2.2,0.6,1.5,0.0,1280720,1309008,1439465,0.1,27,6468,76,92,192,182,102,240,41,,,0,0,2.42,17,36,8,11,46,53,36,39,51,65,,48,15,49,12,14
347328,GENTIVA HEALTH SERVICES,4013 CAPITAL DRIVE,ROCKY MOUNT,NC,27804,1807,1315,17.3,6.3,7.0,1.4,0.8,1.8,0.1,5137613,5439099,6094309,0.1,267,81857,75,466,849,717,598,658,631,0,,12,,2.38,19,33,12,13,44,51,31,30,53,68,,56,9,51,10,19
347329,GENTIVA HEALTH SERVICES,1638 CAROLINA AVENUE,WASHINGTON,NC,27889,796,604,17.8,6.4,8.0,1.8,0.5,0.8,0.1,2432042,2464409,2799949,0.1,79,23334,76,228,376,403,201,412,188,0,,0,,2.02,18,31,11,12,35,45,25,31,44,57,,45,13,56,8,16
347330,GENTIVA HEALTH SERVICES,167 MOORE ROAD,KING,NC,27021,832,556,16.5,7.3,7.6,0.9,0.4,0.3,0.0,2345429,2370793,2705121,0.0,70,21605,76,165,391,339,217,533,16,,,0,0,1.94,18,36,9,11,40,42,32,43,44,63,,50,15,56,10,9
347331,GENTIVA HEALTH SERVICES,1200  PARKWAY DRIVE,GOLDSBORO,NC,27534,1410,939,18.4,8.4,7.1,1.3,0.2,1.2,0.1,4326623,4171668,4657830,0.6,184,56273,76,330,609,621,318,644,284,,,0,,2.20,18,31,13,13,42,51,31,34,52,62,,54,14,56,7,12
347333,GENTIVA HEALTH SERVICES,124 MAIN STREET PO BOX 399,POLLOCKSVILLE,NC,28573,1089,755,17.8,6.7,6.8,2.6,0.3,1.3,0.1,3242506,3247022,3738748,0.1,107,32930,78,261,494,546,209,585,154,,,,,2.17,17,39,11,16,40,47,36,36,49,65,,52,15,65,9,13
347334,"LIBERTY HOME CARE, LLC","3414 N DUKE STREET, SUITE 201",DURHAM,NC,27705,575,442,14.9,4.2,7.6,0.9,0.8,1.2,0.3,1393775,1776323,1873282,0.2,123,44480,77,175,267,298,144,263,168,,,0,,2.11,17,39,11,13,35,45,25,40,46,54,,48,13,59,12,14
347335,LIBERTY HOME CARE,1306 W WENDOVER AVENUE SUITE 100,GREENSBORO,NC,27408,167,127,15.0,6.5,6.6,0.2,0.1,1.5,0.1,401406,419733,477612,0.0,20,6921,73,61,66,100,27,93,33,,0,0,,2.26,16,22,9,13,38,40,23,37,46,59,,49,15,49,6,11
357002,JAMESTOWN REGIONAL MEDICAL CENTER HOME HEALTH,2422 20TH ST SW,JAMESTOWN,ND,58401,219,178,11.9,7.9,1.2,0.5,0.1,2.2,0.0,394958,391755,506118,0.2,28,8202,80,54,124,145,33,174,0,0,0,,,1.64,24,19,12,12,53,37,28,42,40,55,,56,14,52,10,6
357007,GOOD SAMARITAN SOCIETY HOME CARE,501 FRONT ST E,LARIMORE,ND,58251,368,231,19.9,7.9,5.3,1.8,0.2,4.9,0.0,1125158,892235,1052733,0.4,59,14480,82,74,157,182,49,221,0,0,,,,1.85,14,31,11,14,44,45,30,48,34,55,,49,21,55,13,8
357013,ST JOSEPH'S HOSPITAL & HEALTH CENTER HOME HEALTH,986 2ND AVE WEST,DICKINSON,ND,58601,171,142,12.0,5.0,4.6,1.8,0.1,0.6,0.0,431953,397357,515390,0.0,17,4565,81,60,82,124,18,139,,0,0,,,1.61,27,26,18,15,52,54,40,40,43,63,,55,25,63,6,8
357014,ALTRU'S HOME HEALTH,1380 SOUTH COLUMBIA ROAD,GRAND FORKS,ND,58201,553,455,15.8,7.5,3.7,1.6,0.2,2.7,0.1,1869818,1224702,1547692,0.1,95,27416,80,163,292,398,57,431,,0,,,,1.85,18,19,11,19,44,47,31,29,35,62,,53,18,53,9,9
357016,ST ALEXIUS HOME CARE & HOSPICE,1212 E MAIN AVE,BISMARCK,ND,58501,777,627,15.1,8.8,3.5,1.0,0.1,1.7,0.1,2980602,1567634,2011098,0.2,80,23374,78,256,371,532,95,606,,,0,15,,1.73,16,16,11,16,37,47,27,34,37,58,,47,14,51,6,6
357021,CITY COUNTY HEALTH DISTRICT,230 4TH ST NW RM 102,VALLEY CITY,ND,58072,44,38,16.3,6.5,6.0,0.0,0.2,3.6,0.0,92567,90664,117647,0.0,,,79,11,27,,,38,0,0,0,0,0,1.67,29,21,18,11,50,37,45,50,34,61,,42,37,61,8,8
357029,SANFORD HOME CARE,910 18TH ST NW,MANDAN,ND,58554,381,300,17.7,10.8,2.3,1.1,0.2,3.3,0.0,2139185,796318,982748,3.5,34,9171,78,111,189,258,42,291,0,,0,,,1.88,23,19,11,21,42,45,25,35,35,64,,58,16,48,13,5
357030,MERCY HOME CARE,115- 2ND AVENUE WEST SUITE #50,WILLISTON,ND,58801,88,78,9.7,5.5,3.6,0.1,0.0,0.5,0.0,159283,176409,225957,0.0,22,6148,78,39,39,,,75,0,0,0,,,1.57,19,17,8,21,44,47,29,27,33,55,,50,8,40,4,12
357035,MERCY HOME CARE SERVICES,367  2ND STREET NW,VALLEY CITY,ND,58072,424,333,12.2,5.2,4.3,1.4,0.1,1.3,0.0,1002168,919455,1190064,0.0,25,7034,81,134,199,291,42,326,0,,0,,,1.85,21,24,11,16,43,43,33,43,38,66,,54,20,58,10,6
357037,SANFORD HOME CARE FARGO,1711 S UNIVERSITY DR,FARGO,ND,58122,1313,1073,14.6,6.2,3.2,2.4,0.0,2.8,0.0,1834618,3003376,3542309,0.4,203,63158,79,392,681,925,148,1049,,,,,,1.74,21,15,11,17,37,43,25,39,34,65,,49,20,51,8,7
357040,"TRI CARE HOME HEALTH, INC.",1104 HIGHWAY 5 W,ROLLA,ND,58367,32,31,9.8,9.3,0.0,0.0,0.0,0.4,0.0,36600,54431,69500,0.0,,,72,15,16,,,11,0,0,,19,,2.46,6,13,6,19,45,61,32,26,52,55,,68,6,32,10,0
357042,GOOD SAMARITAN SOCIETY - HOME CARE,"309 N MANDAN ST, SUITE 4",BISMARCK,ND,58501,21,20,14.7,8.6,5.2,0.4,0.0,0.5,0.0,54253,44329,56907,0.0,0,,79,,,,,20,0,0,0,0,0,1.51,5,25,15,5,35,35,20,25,45,55,75,45,15,35,15,5
357044,TRINITY HOSPITALS  HOME HEALTH,1015 S BROADWAY - SUITE 306,MINOT,ND,58701,314,249,19.0,8.6,3.8,3.0,0.1,3.3,0.2,1493365,725535,933789,0.3,34,9779,79,94,155,220,29,245,0,0,,,,1.89,25,22,10,16,45,43,33,40,38,71,,58,17,53,11,12
357050,WISHEK COMM HOSPITAL HHA,1007 4TH AVE S,WISHEK,ND,58495,39,36,8.6,3.9,3.8,0.0,0.0,0.9,0.0,48960,67880,87901,0.0,,,79,14,22,,,36,0,0,0,0,0,1.51,22,11,11,17,47,50,17,36,44,72,,53,22,61,6,3
357052,SAKAKAWEA HOME HEALTH,510 8TH AVE NE,HAZEN,ND,58545,48,42,9.8,4.9,2.6,1.7,0.1,0.5,0.1,100023,93308,120141,0.0,,,78,13,29,,,41,0,0,0,,,1.60,17,14,12,17,48,29,19,29,33,40,,43,12,50,10,2
357059,BENEDICTINE HOME HEALTH,1307 N 7TH ST,WAHPETON,ND,58075,86,44,27.8,7.5,7.9,4.3,0.1,8.0,0.0,372989,256283,325388,0.1,,,82,19,25,,,43,0,0,0,,,1.81,7,16,14,14,52,34,25,32,25,48,75,41,27,55,7,11
357301,SISTERS OF MARY OF PRESENTATION PRAIRIELAND HOME C,1102 PAGE DR SW,FARGO,ND,58103,225,170,15.0,5.4,4.8,2.2,0.2,2.3,0.1,567703,573921,680845,0.0,,,79,63,107,144,26,165,,0,,,,1.95,26,21,6,16,36,54,25,36,38,67,,49,20,52,8,12
367001,WYANDOT COUNTY HOME HEALTH AGENCY,210 NORTH SANDUSKY AVENUE,UPPER SANDUSKY,OH,43351,200,149,20.4,9.4,6.4,1.3,0.1,3.2,0.0,527645,580978,645179,0.6,14,4118,80,62,87,119,30,148,0,0,0,,,2.08,22,26,9,11,50,44,32,29,36,63,,61,14,58,11,8
367002,VISITING NURSE SERVICE,"1946 N 13TH STREET, SUITE 201",TOLEDO,OH,43624,465,336,18.1,9.2,4.7,1.7,0.4,1.8,0.3,1538313,1259830,1368864,1.1,51,15848,73,141,195,207,129,196,128,0,11,,,2.65,24,26,18,17,54,53,45,38,52,63,,63,11,57,9,12
367010,"HOME CARE OF LAKE COUNTY, INC","7757 AUBURN ROAD, SUITE 7",CONCORD,OH,44077,159,82,25.0,14.3,6.3,0.3,0.1,4.0,0.0,445049,503209,512628,6.7,38,12517,73,29,53,59,23,77,,0,,0,0,3.02,26,23,21,12,54,48,48,37,46,73,,65,17,67,13,12
367011,COSHOCTON CITY HOME HEALTH AGENCY,400 BROWN'S LANE,COSHOCTON,OH,43812,142,110,19.2,4.3,11.1,0.3,0.1,3.4,0.0,277626,450990,504074,0.0,,,81,28,82,90,20,109,0,0,,0,,1.91,30,30,16,15,45,44,40,34,45,65,,54,25,59,9,17
367016,VISITING NURSE SERVICE,#1 HOME CARE PLACE,AKRON,OH,44320,1761,1255,17.8,8.6,4.9,1.4,0.3,2.7,0.0,4354133,4850772,5439148,0.2,251,84080,77,481,774,976,279,1051,183,,,,,2.32,25,29,17,15,51,52,38,44,44,66,,56,16,58,9,14
367019,LOGAN COUNTY GENERAL HEALTH DISTRICT,310 SOUTH MAIN STREET,BELLEFONTAINE,OH,43311,169,114,20.7,10.1,5.4,3.1,0.2,1.8,0.0,353140,531227,587180,1.0,,,77,34,80,88,26,110,,0,0,0,,1.71,18,15,15,13,39,46,40,41,44,61,,61,19,61,10,11
367021,NOBLE COUNTY HOME HEALTH AGENCY,44069 STATE ROUTE 821,CALDWELL,OH,43724,87,43,22.1,13.7,4.6,0.6,0.0,3.2,0.0,217937,225815,247721,1.8,,,81,17,26,29,14,43,0,0,0,0,0,2.44,30,28,0,12,53,42,33,26,47,60,,58,12,42,5,5
367022,VISITING NURSE ASSOCIATION OF CLEVELAND,2500 EAST 22ND STREET,CLEVELAND,OH,44115,5152,2377,15.6,7.6,3.3,1.3,0.2,3.5,0.1,12815057,12630725,13769123,0.2,647,206127,73,924,1453,1444,933,1570,691,17,82,0,17,2.34,16,33,15,12,43,44,33,43,45,54,,49,11,52,26,12
367027,SANDUSKY COUNTY HEALTH DISTRICT,2000 COUNTRYSIDE DRIVE,FREMONT,OH,43420,52,42,24.8,8.8,7.0,2.9,0.1,6.0,0.0,206240,167291,186912,0.0,,,81,12,30,,,38,,0,,0,0,2.29,19,31,2,12,38,38,31,43,43,60,,38,17,62,12,17
367039,"VISITING NURSE ASSOCIATION, THE",2400 READING ROAD,CINCINNATI,OH,45202,782,483,17.0,9.0,4.4,1.6,0.3,1.6,0.1,1809989,2182150,2286674,1.0,102,31492,72,178,305,260,223,272,199,,,0,,2.56,21,27,20,16,47,55,29,42,47,60,,54,11,51,10,18
367055,ADAMS COUNTY REGIONAL MEDICAL CENTER HOME CARE,230 MEDICAL CENTER DRIVE,SEAMAN,OH,45679,407,223,14.5,7.6,3.1,1.4,0.0,2.4,0.0,713529,976251,1090206,0.0,43,12722,75,78,145,124,99,221,,,0,0,0,2.15,22,26,15,13,51,42,52,32,50,67,,63,14,62,9,16
367059,MORROW COUNTY HOSPITAL HOME HEALTH,"245 NEAL AVENUE, SUITE B",MOUNT GILEAD,OH,43338,192,101,21.1,9.7,4.1,1.3,0.1,5.8,0.1,672908,505187,510976,2.1,20,7924,78,36,65,75,26,99,0,0,0,,,2.07,24,26,10,10,49,46,40,31,54,73,,65,9,60,5,14
367061,OHIO'S CHOICE HOME HEALTH,"5121 MAHONING AVENUE, SUITE 104",AUSTINTOWN,OH,44515,339,232,18.6,8.2,7.9,0.6,0.2,1.7,0.1,904622,939822,1091444,0.3,65,17993,76,95,137,164,68,183,42,,,,,3.10,24,28,17,16,56,53,41,39,53,66,,66,14,53,11,16
367067,CINCINNATI HEALTH DEPT - HOME HEALTH PROGRAM,3101 BURNET AVENUE,CINCINNATI,OH,45229,27,23,18.9,8.6,4.9,2.2,0.0,2.2,1.0,58377,71698,75656,0.0,,,75,,,,,,16,0,,0,0,2.96,9,30,13,17,48,65,35,43,61,74,,52,4,65,17,0
367069,SALEM AREA VISITING NURSE ASSOCIATION,"718 EAST THIRD STREET, SUITE A",SALEM,OH,44460,444,332,17.3,8.5,4.9,2.0,0.1,1.7,0.0,1083789,1191390,1330201,0.6,58,19150,77,123,209,251,81,327,0,,,0,,2.29,29,30,17,18,43,53,39,40,53,67,,49,14,64,11,11
367070,HEALTH SERVICES OF COSHOCTON COUNTY,230 SOUTH FOURTH STREET,COSHOCTON,OH,43812,140,96,26.9,10.3,8.0,0.5,0.0,8.0,0.1,449708,419826,454827,3.0,,,79,34,62,78,18,92,,0,,0,,1.77,29,41,13,18,46,42,26,30,40,55,,56,18,50,13,20
367076,PUTNAM CO HOMECARE,139 COURT STREET,OTTAWA,OH,45875,294,202,21.5,7.5,7.1,2.8,0.5,3.6,0.0,663790,967426,1073000,0.7,32,11962,78,83,119,169,33,192,0,0,,0,,1.64,22,28,10,16,41,42,34,37,38,67,,64,14,56,15,17
