HHRG,HHRG Description,State,Total Episodes,Distinct Beneficiaries,Average HHA Charge Amount,Average HHA Medicare Payment Amount,Average HHA Medicare Standard Payment Amount
2CHM,"Early Episode, 14-19 therapies,Clinical Severity Level 3, Functional Severity Level 3,Service Severity Level 3",TX,891,880,5952,5699,6202
2CHM,"Early Episode, 14-19 therapies,Clinical Severity Level 3, Functional Severity Level 3,Service Severity Level 3",UT,53,53,5427,5789,6139
2CHM,"Early Episode, 14-19 therapies,Clinical Severity Level 3, Functional Severity Level 3,Service Severity Level 3",VA,268,266,5558,5703,6126
2CHM,"Early Episode, 14-19 therapies,Clinical Severity Level 3, Functional Severity Level 3,Service Severity Level 3",VT,12,12,4683,6046,6159
2CHM,"Early Episode, 14-19 therapies,Clinical Severity Level 3, Functional Severity Level 3,Service Severity Level 3",WA,170,168,6987,6724,6156
2CHM,"Early Episode, 14-19 therapies,Clinical Severity Level 3, Functional Severity Level 3,Service Severity Level 3",WI,78,78,5685,6084,6233
2CHM,"Early Episode, 14-19 therapies,Clinical Severity Level 3, Functional Severity Level 3,Service Severity Level 3",WV,69,68,5371,5086,6166
3AFK,"Late Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 1,Service Severity Level 1",AL,1067,801,1385,1169,1466
3AFK,"Late Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 1,Service Severity Level 1",AR,911,600,1819,1280,1521
3AFK,"Late Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 1,Service Severity Level 1",AZ,459,338,1983,1562,1520
3AFK,"Late Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 1,Service Severity Level 1",CA,4440,3011,2746,2469,1761
3AFK,"Late Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 1,Service Severity Level 1",CO,365,232,3573,2603,2060
3AFK,"Late Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 1,Service Severity Level 1",CT,638,460,2460,2369,1757
3AFK,"Late Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 1,Service Severity Level 1",DC,30,19,2232,1534,1507
3AFK,"Late Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 1,Service Severity Level 1",DE,49,38,2958,2682,2061
3AFK,"Late Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 1,Service Severity Level 1",FL,4567,2997,2711,2084,1858
3AFK,"Late Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 1,Service Severity Level 1",GA,696,534,1951,1681,1670
3AFK,"Late Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 1,Service Severity Level 1",IA,387,204,1647,1468,1547
3AFK,"Late Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 1,Service Severity Level 1",ID,146,96,2727,1721,1739
3AFK,"Late Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 1,Service Severity Level 1",IL,6162,4302,1612,1480,1469
3AFK,"Late Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 1,Service Severity Level 1",IN,943,670,1956,1465,1516
3AFK,"Late Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 1,Service Severity Level 1",KS,571,368,3193,1486,1590
3AFK,"Late Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 1,Service Severity Level 1",KY,1249,873,1455,1289,1485
3AFK,"Late Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 1,Service Severity Level 1",LA,4246,2603,1331,1245,1484
3AFK,"Late Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 1,Service Severity Level 1",MA,1249,916,2947,2095,1678
3AFK,"Late Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 1,Service Severity Level 1",MD,245,201,1900,1478,1493
3AFK,"Late Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 1,Service Severity Level 1",ME,87,71,1905,1513,1532
3AFK,"Late Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 1,Service Severity Level 1",MI,1478,1087,1778,1385,1480
3AFK,"Late Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 1,Service Severity Level 1",MN,392,255,2217,1728,1584
3AFK,"Late Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 1,Service Severity Level 1",MO,593,401,1654,1345,1481
3AFK,"Late Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 1,Service Severity Level 1",MS,2035,1413,1564,1215,1470
3AFK,"Late Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 1,Service Severity Level 1",MT,47,32,2564,1849,1737
3AFK,"Late Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 1,Service Severity Level 1",NC,1321,859,1529,1306,1477
3AFK,"Late Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 1,Service Severity Level 1",ND,37,25,2127,1171,1465
3AFK,"Late Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 1,Service Severity Level 1",NE,311,184,1716,1438,1489
3AFK,"Late Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 1,Service Severity Level 1",NH,130,98,1652,1531,1469
3AFK,"Late Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 1,Service Severity Level 1",NJ,435,332,2444,1722,1533
3AFK,"Late Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 1,Service Severity Level 1",NM,617,334,1702,1542,1569
3AFK,"Late Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 1,Service Severity Level 1",NV,1108,774,1956,2152,1673
3AFK,"Late Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 1,Service Severity Level 1",NY,1022,677,4479,3363,2232
3AFK,"Late Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 1,Service Severity Level 1",OH,4426,2474,2494,1575,1590
3AFK,"Late Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 1,Service Severity Level 1",OK,3088,2053,1639,1473,1587
3AFK,"Late Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 1,Service Severity Level 1",OR,219,171,2719,1616,1484
3AFK,"Late Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 1,Service Severity Level 1",PA,1996,1451,1951,1467,1513
3AFK,"Late Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 1,Service Severity Level 1",PR,32,25,1450,865,1524
3AFK,"Late Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 1,Service Severity Level 1",RI,86,71,2276,1881,1591
3AFK,"Late Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 1,Service Severity Level 1",SC,301,234,1714,1308,1473
3AFK,"Late Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 1,Service Severity Level 1",SD,31,22,1877,1329,1471
3AFK,"Late Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 1,Service Severity Level 1",TN,636,482,1515,1344,1527
3AFK,"Late Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 1,Service Severity Level 1",TX,16645,11009,1678,1507,1558
3AFK,"Late Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 1,Service Severity Level 1",UT,304,199,5546,3596,2639
3AFK,"Late Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 1,Service Severity Level 1",VA,983,695,1976,1597,1603
3AFK,"Late Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 1,Service Severity Level 1",VT,122,84,1804,1502,1508
3AFK,"Late Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 1,Service Severity Level 1",WA,183,145,2319,1626,1495
3AFK,"Late Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 1,Service Severity Level 1",WI,313,187,3086,2331,1936
3AFK,"Late Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 1,Service Severity Level 1",WV,158,126,1516,1193,1446
3AFK,"Late Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 1,Service Severity Level 1",WY,84,53,2637,1794,1652
3AFL,"Late Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 1,Service Severity Level 2",AL,27,27,2300,1473,1831
3AFL,"Late Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 1,Service Severity Level 2",AR,15,15,2260,1590,1931
3AFL,"Late Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 1,Service Severity Level 2",AZ,11,11,3148,1768,1763
3AFL,"Late Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 1,Service Severity Level 2",CA,109,107,2492,2344,1908
3AFL,"Late Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 1,Service Severity Level 2",CO,16,16,2275,1805,1836
3AFL,"Late Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 1,Service Severity Level 2",CT,16,16,2162,2324,1946
3AFL,"Late Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 1,Service Severity Level 2",FL,118,118,2343,1837,1915
3AFL,"Late Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 1,Service Severity Level 2",GA,33,33,2255,1654,1878
3AFL,"Late Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 1,Service Severity Level 2",IL,149,148,2276,1826,1834
3AFL,"Late Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 1,Service Severity Level 2",IN,37,37,2290,1733,1821
3AFL,"Late Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 1,Service Severity Level 2",KS,14,14,2308,1711,1890
3AFL,"Late Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 1,Service Severity Level 2",KY,39,39,1844,1603,1881
3AFL,"Late Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 1,Service Severity Level 2",LA,54,54,2272,1579,1884
3AFL,"Late Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 1,Service Severity Level 2",MA,60,60,2677,2266,1983
3AFL,"Late Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 1,Service Severity Level 2",MD,25,25,1985,1877,1913
3AFL,"Late Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 1,Service Severity Level 2",MI,75,75,2638,1773,1885
3AFL,"Late Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 1,Service Severity Level 2",MN,30,30,2271,1918,1836
3AFL,"Late Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 1,Service Severity Level 2",MO,15,15,2293,1907,1962
3AFL,"Late Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 1,Service Severity Level 2",MS,34,34,2691,1603,1929
3AFL,"Late Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 1,Service Severity Level 2",NC,35,35,2111,1598,1819
3AFL,"Late Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 1,Service Severity Level 2",NE,11,11,1821,1832,1913
3AFL,"Late Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 1,Service Severity Level 2",NJ,32,29,2683,2131,1930
3AFL,"Late Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 1,Service Severity Level 2",NV,21,19,2277,2149,1912
3AFL,"Late Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 1,Service Severity Level 2",NY,31,31,2499,1942,1832
3AFL,"Late Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 1,Service Severity Level 2",OH,91,90,2151,1769,1909
3AFL,"Late Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 1,Service Severity Level 2",OK,34,34,3039,2115,2181
3AFL,"Late Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 1,Service Severity Level 2",PA,89,88,2689,1994,1966
3AFL,"Late Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 1,Service Severity Level 2",TN,30,29,1903,1555,1852
3AFL,"Late Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 1,Service Severity Level 2",TX,304,298,2521,1891,1960
3AFL,"Late Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 1,Service Severity Level 2",UT,16,14,2377,2140,2088
3AFL,"Late Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 1,Service Severity Level 2",VA,53,52,2132,1909,1963
3AFL,"Late Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 1,Service Severity Level 2",WV,12,12,1727,1470,1815
3AFM,"Late Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 1,Service Severity Level 3",AL,84,84,2619,1865,2330
3AFM,"Late Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 1,Service Severity Level 3",AR,61,60,3046,2010,2394
3AFM,"Late Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 1,Service Severity Level 3",AZ,41,41,2630,2215,2211
3AFM,"Late Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 1,Service Severity Level 3",CA,538,520,3150,3040,2433
3AFM,"Late Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 1,Service Severity Level 3",CO,51,48,2826,2610,2527
3AFM,"Late Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 1,Service Severity Level 3",CT,91,81,2846,2988,2452
3AFM,"Late Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 1,Service Severity Level 3",FL,462,447,2644,2358,2456
3AFM,"Late Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 1,Service Severity Level 3",GA,53,53,2454,2074,2350
3AFM,"Late Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 1,Service Severity Level 3",IA,18,18,2671,2079,2290
3AFM,"Late Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 1,Service Severity Level 3",ID,28,24,2429,2033,2354
3AFM,"Late Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 1,Service Severity Level 3",IL,464,429,2707,2316,2321
3AFM,"Late Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 1,Service Severity Level 3",IN,117,114,2801,2216,2335
3AFM,"Late Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 1,Service Severity Level 3",KS,44,43,2593,2026,2288
3AFM,"Late Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 1,Service Severity Level 3",KY,131,124,2310,2015,2332
3AFM,"Late Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 1,Service Severity Level 3",LA,143,138,2596,1933,2343
3AFM,"Late Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 1,Service Severity Level 3",MA,159,153,2862,2591,2335
3AFM,"Late Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 1,Service Severity Level 3",MD,63,62,2512,2277,2333
3AFM,"Late Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 1,Service Severity Level 3",ME,21,19,2342,2296,2380
3AFM,"Late Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 1,Service Severity Level 3",MI,263,255,2624,2173,2317
3AFM,"Late Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 1,Service Severity Level 3",MN,47,44,2670,2468,2331
3AFM,"Late Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 1,Service Severity Level 3",MO,51,50,2322,2077,2280
3AFM,"Late Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 1,Service Severity Level 3",MS,99,98,2584,1921,2326
3AFM,"Late Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 1,Service Severity Level 3",NC,99,98,2603,2057,2316
3AFM,"Late Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 1,Service Severity Level 3",NE,28,27,2390,2204,2308
3AFM,"Late Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 1,Service Severity Level 3",NH,19,16,2741,2536,2403
3AFM,"Late Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 1,Service Severity Level 3",NJ,45,44,3266,2564,2252
3AFM,"Late Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 1,Service Severity Level 3",NM,21,19,2559,2213,2366
3AFM,"Late Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 1,Service Severity Level 3",NV,119,110,3008,2869,2452
3AFM,"Late Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 1,Service Severity Level 3",NY,85,83,3308,2928,2509
3AFM,"Late Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 1,Service Severity Level 3",OH,240,235,2695,2158,2329
